card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
Kotak Veer Platinum Credit Card,Kotak Mahindra Bank,Kotak Mahindra Bank,,"[""Kotak Mahindra Bank"", ""Kotak Mahindra Bank Credit Cards""]",Nil,Rs. 299 + GST,"Annual fee waiver on spending Rs. 50,000 or more in a year.",,Reward Points,"The reward points are redeemable for various categories like Movie Tickets, Mobile Recharge, etc. 1 Reward Point = Re.0.25.",Get a welcome benefit of 500 Reward Points which will be credited to your account upon spending of Rs. 500 through your Kotak Veer Platinum Credit Card in the first 30 days of card issuance.,,"{""domestic"": ""NA"", ""international"": ""NA""}","Only Indian residents are eligible for the card. The officials of the armed forces are eligible to apply for this card. The primary applicant should be between 18 years and 65 years of age. The add-on applicant should be above 18 years. This card is available in a few location like Ahmedabad, Chandigarh, Chennai, Bangalore, Delhi (including Gurgaon and Noida), Kolkata, Hyderabad, Mumbai & Pune",3.5% per month (or 42% annually),3.5% on all foreign transactions,"1% at all fuel stations in India | Rs. 300 is charged for every Rs. 10,000 withdrawn | Nil","3x Reward Points per Rs. 200 spent towards dining, grocery etc 2 Reward Points per Rs. 200 spent on other categories Insurance coverage if the card is lost. Welcome offer on the basis of your spend in the first 30 days Get add-on card & enjoy added benefits",[],[],,cardinsider.com,https://cardinsider.com/kotak/kotak-veer-platinum-credit-card/
Kotak Veer Select Credit Card,Kotak Mahindra Bank,Kotak Mahindra Bank,,"[""Kotak Mahindra Bank"", ""Kotak Mahindra Bank Credit Cards""]",Nil,Rs. 599 + GST,"On spending Rs. 1,00,000 on retail purchases, the annual fee for the next year is waived.",,Reward Points,"Redeem points against a host of categories such as Movies, Mobile Recharges, and e-vouchers. 1 Kotak Reward Point = Re. 0.25.","As a welcome benefit, you get complimentary IHO membership worth Rs. 8,500 on spending Rs. 500 within the first 30 days of card issuance.",,"{""domestic"": ""2 complimentary domestic airport lounge access every quarter"", ""international"": ""NA""}","The applicant should be an Indian armed force official. The applicant should be a resident of India. The age of the primary cardholder should be between 18-65 years. The age of the add-on cardholder should be 18 years or above. You can avail of this credit card at the following locations: Ahmedabad, Bangalore, Chandigarh, Chennai, Delhi (including Gurgaon and Noida), Hyderabad, Kolkata, Mumbai, and Pune.",3.5% per month (42% annually),3.50%,"1% fuel surcharge waiver across all petrol pumps (capped at Rs. 3500 annually) | Rs. 300 per withdrawal of Rs. 10,000. | NA","Get complimentary IHO membership worth Rs. 8,500 as a welcome benefit on spending Rs. 500 in the first 30 days Earn 9 reward points on every Rs. 200 spent on movies, dining, grocery, and departmental stores Get 3 reward points on every Rs. 200 spent in all other categories 8 complimentary domestic airport lounge access per year (capped at 2 per quarter) Enjoy an annual fee waiver on the spending of Rs. 1,00,000 1% fuel surcharge waiver across all fuel stations (capped at Rs. 3500 per annum) 1.8% railway surcharge waiver on the IRCTC website; 2.5% for transactions on Indian Railway Booking Counters",[],[],,cardinsider.com,https://cardinsider.com/kotak/kotak-veer-select-credit-card/
Kotak White Credit Card,Kotak Mahindra Bank,Kotak Mahindra Bank,,"[""Kotak Mahindra Bank"", ""Kotak Mahindra Bank Credit Cards""]","Rs. 3,000 + GST","Rs. 3,000 + GST",Annual fee waived on expenditure of Rs. 5 lakh in the preceeding year,,Reward Points,White Pass value redeemable for vouchers from partner brands,,,"{""domestic"": ""8 complimentary domestic lounge access every year (2/quarter)"", ""international"": ""4 complimentary international lounge access annually with Priority Pass""}","The eligibility criteria that need to be fulfilled by the applicants in order to get the Kotak White Credit Card are as mentioned below: The primary cardmember must be between 28 and 65 years of age. The add-on cardholder should be 18 years or above. The annual income of the applicant must be Rs. 25 lakh or above. The card can be issued only at select locations in India – Delhi/Noida/Gurgoan, Mumbai, Ahmedabad, Bangalore, Chandigarh, Chennai, Hyderabad, Kolkata, and Pune.",3.1% per month (37.2% annually),3.5% + GST,"Waived for transactions between Rs. 500 and Rs. 3,000 (max waiver of Rs. 3,500/year) | Rs. 300 per Rs. 10,000 (or part thereof) withdrawn. | Nil","Rewards as White Pass value. Earn White Pass value on achieving spends-based milestones. Voucher worth Rs. 1,500 on the expenditure of Rs. 30,000 within 60 days of card issuance. 4 complimentary international lounge access with Priority Pass membership. 8 complimentary domestic lounge access every year (2 per quarter). Fuel and railway surcharge waiver. Protection against unauthorized transactions worth Rs. 2.5 lakh from 7 days prior to reporting the loss of card.",[],[],,cardinsider.com,https://cardinsider.com/kotak/kotak-white-credit-card/
Kotak White Reserve Credit Card,Kotak Mahindra Bank,Kotak Mahindra Bank,,"[""Kotak Mahindra Bank"", ""Kotak Mahindra Bank Credit Cards""]","₹12,500 + GST","₹12,500 + GST","The renewal fee can be waived off on spending Rs. 10,00,000 or more in the previous year.",,Reward Points,"The White Pass Value can be redeemed against various vouchers, flights, and hotels, etc available at kotakbankwhite. The White Pass Value can also be redeemed for cash.",,,"{""domestic"": ""Unlimited Access for Both Primary and Add-On Cardholders"", ""international"": ""Unlimited International Lounge Access for Both Primary and Add-On Cardholders""}",The applicant should be a resident of India. The applicant should be between 21 and 65 years of age. The applicant should have a stable source of income. The applicant’s CIBIL Score should be more than 750.,3.5% per month (or 42% annually),2% on all international transactions,"1% for Fuel Transactions Between ₹400 to ₹7,500 | 2.5% of the Cash Withdrawn (Minimum Charge of ₹500) | Nil",Rewards are given in the form of White Pass value White Pass Value can be earned by achieving the spends-based milestone Complimentary Club Marriott Membership 20% off on F&B bills across the Asia Pacific 20% off on the best available room rates in India and in the Asia Pacific on weekends Low foreign currency markup fee of 2% on all international transactions Complimentary lounge access to primary and add-on cardholders Free golf rounds across the world for the primary cardholders,[],[],,cardinsider.com,https://cardinsider.com/kotak/kotak-white-reserve-credit-card/
Kotak Zen Signature Credit Card,Kotak Mahindra Bank,Kotak Mahindra Bank,,"[""Kotak Mahindra Bank"", ""Kotak Mahindra Bank Credit Cards""]","₹1,500 + GST","₹1,500 + GST","You can get an annual fee waiver of Rs 1500 on the spending of Rs 1,50,000",,Reward Points,"1 Zen Point = Rs 0.25  redemption with the Kotak Reward program, you can redeem these reward points for exclusive vouchers and special discounts on partner deals and offers. You also can redeem these reward points and convert them into cash to pay for your shopping spends at partner merchant outlets",,"You can earn 7500 bonus Zen Points on annual spending of Rs 3,00,000 and up to 15000 bonus Zen Points on annual spending of Rs 6,00,000 in the previous year.","{""domestic"": ""8 Complimentary Domestic Lounge Access Every Year (Spend-Based)"", ""international"": ""3 Complimentary International Lounge Visits""}","The eligibility requirements that need to be fulfilled in order to get this credit card are as follows: The applicant should be a resident of India. The applicant should be of age between 21 years to 65 years Net Income of Self-Employed or Salaried person should be Rs 4.8 Lakhs or above You can avail of this credit card at the following mentioned locations Chandigarh, Chennai, Delhi (including Gurgaon and Noida), Hyderabad, Kolkata, Mumbai, Pune, Ahmedabad, and Bangalore,",3.75% Per Month (45% Per Annum),3.50%,1% fuel surcharge waiver on transactions between Rs 500 and Rs 3000 | 2.5% or Minimum of ₹500 | Nil,"1500 Zen Points on Payment of Joining fees 8 Complimentary Domestic Lounge Access every year 3 Complimentary International Lounges 7500 bonus Zen Points on annual spending of Rs 3,00,000 15000 bonus Zen Points on annual spending of Rs 6,00,000 Annual fee waiver on the annual spending of Rs 1,50,000 or above 1% fuel surcharge waiver on transactions between Rs 500 and Rs 3000",[],[],,cardinsider.com,https://cardinsider.com/kotak/kotak-zen-signature-credit-card/
Kotak811 Super Money Credit Card,Kotak Mahindra Bank,Kotak Mahindra Bank,RuPay,"[""Best Fintech Credit Cards in India"", ""Kotak Mahindra Bank"", ""Kotak Mahindra Bank Credit Cards""]",Lifetime Free,Lifetime Free,N/A,,Cashback,Cashback Can Be Redeemed Via super.money,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.50% Monthly (42% Yearly),2%,N/A | N/A | N/A,The Kotak811 Super Money Credit Card is a co-branded card. This is most suited for those looking to earn cashback on their UPI spends.,"[""Those who often make UPI spends can use this card to earn cashback.""]","[""The cashback cap could have been higher.""]",,cardinsider.com,https://cardinsider.com/kotak/kotak811-super-money-credit-card/
Metro Kotak Credit Card,Kotak Mahindra Bank,Kotak Mahindra Bank,,"[""Kotak Mahindra Bank""]",Nil,Nil,N/A,,,The cashback is directly credited to the cardholder’s accounts.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","You will have to fulfill a few eligibility requirements in order to get approved for this credit card. Some important eligibility criteria for the Metro Kotak Credit Card are given below: The age of the primary card applicants should be between 18 years and 65 years. The applicant must be a resident of India. The applicant should hold a valid Metro wholesale membership. Only self-employed, Proprietors, and Partners of Partnership firms are eligible to apply for this card. The income of the applicant/business and their credit score might also be important factors.",3.5% per month,N/A,"N/A (fuel transactions are not applicable to this card) | Rs. 300 for every withdrawal of Rs. 10,000 | Nil",Lifetime free credit card. Exclusively for Metro Wholesale members. An opportunity to earn Rs. 500 cashback as an introductory benefit. 1% cashback on monthly spends above Rs. 5 lakhs. 0.25% to 0.50% cashback on monthly spends below Rs. 5 lakhs.,[],[],,cardinsider.com,https://cardinsider.com/kotak/metro-kotak-credit-card/
Myntra Kotak Credit Card,Kotak Mahindra Bank,Kotak Mahindra Bank,,"[""Kotak Mahindra Bank"", ""Kotak Mahindra Bank Credit Cards""]",₹500 + GST,₹500 + GST,Rs. 2 Lakhs in the previous year,,Cashback,Cashback is automatically credited to the card statement,You get a Myntra voucher worth Rs. 500 on activating your card and making 1 transaction above Rs. 500 within 30 days of getting the card. The voucher is sent to the cardholder via SMS or email within 30 days and can be used to get the discount.,"Get 2 complimentary PVR movie tickets, each worth Rs. 250, on spends of Rs. 50,000 or more in the calendar quarter. Wallet reloads, rent, and fuel spends are not considered towards the benefit.","{""domestic"": ""1 complimentary lounge access per quarter"", ""international"": ""N/A""}",,3.7% per month or 44.4% per annum,3.50%,1% fuel surcharge waiver | 2.5% of the Cash Withdrawn (Minimum Charge of ₹500) | Nil,"Myntra voucher worth Rs. 500 on making 1 transaction above Rs. 500 within 30 days of card issuance 7.5% discount on Myntra spends, capped at Rs. 750 per transaction 5% cashback on partner brands like Swiggy, PVR, Urban Company, etc., capped at Rs. 1000 per cycle Unlimited 1.25% cash back on other online and offline spends, with a few exclusions Complimentary Myntra Insider program membership 1 complimentary domestic lounge access per quarter 2 complimentary PVR tickets worth Rs. 250 on spends of Rs. 50,000 per quarter Renewal fee waiver on spends of Rs. 2 Lakhs in the anniversary year 1% fuel surcharge waiver on transactions between Rs. 500 to Rs. 3000",[],[],,cardinsider.com,https://cardinsider.com/kotak/myntra-kotak-credit-card/
PVR INOX Kotak Credit Card,Kotak Mahindra Bank,Kotak Mahindra Bank,,"[""Best Credit Cards for Movie Tickets in India"", ""Kotak Mahindra Bank"", ""Kotak Mahindra Bank Credit Cards""]",Nil,₹499 + GST,N/A,,Movie Tickets,N/A,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",You can apply for this credit card if you fulfill the following criteria. The applicant must be between the ages of 18 and 65 years. Must be a citizen of India. The minimum age for the add-on credit card is 18. The applicant must have a stable income and a good credit score.,3.5% Monthly (Annualized 42%),3.50%,N/A | 2.5% of Amount or Rs. 500 | N/A,"This card is specially designed for moviegoers. You would get one movie ticket on each spend of Rs. 10,000 in a monthly cycle. Get a 20% discount on F & B options at the theatre. You would also get a 5% discount on movie ticket booking with PVR/INOX.","[""This credit card comes with zero joining fees.""]","[""Unfortunately, there are no waivers available based on spending to waive the renewal charges""]",,cardinsider.com,https://cardinsider.com/kotak/pvr-inox-kotak-credit-card/
PVR Kotak Gold Credit Card,Kotak Mahindra Bank,Kotak Mahindra Bank,,"[""Kotak Mahindra Bank"", ""Kotak Mahindra Bank Credit Cards""]",Nil,Rs. 499 + GST,N/A,,,The movie tickets can be redeemed by logging in to kotak.com or by sending an SMS,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","The eligibility criteria that you need to fulfill in order to get approved for the PVR Kotak Gold Credit Card are as follows: Your age should be a minimum of 21 years. You should have a stable source of income, i.e, you should either be salaried or self-employed. You should have a decent credit history.",3.5% per month,3.5% on all foreign currency spends,1% fuel surcharge fee will be applicable. | Rs. 300 | Nil,"Get 1 free PVR Movie ticket each month on spending Rs. 10,000 in a month. Enjoy 2 free PVR Movie tickets each month on spending Rs. 15,000 in a month. Comes with a Zero Joining Fee You get a cashback of 15% on Food and Beverages at PVR. 5% cashback on Movie tickets at PVR Box Office.",[],[],,cardinsider.com,https://cardinsider.com/kotak/pvr-kotak-gold-credit-card/
PVR Kotak Platinum Credit Card,Kotak Mahindra Bank,Kotak Mahindra Bank,,"[""Kotak Mahindra Bank"", ""Kotak Mahindra Bank Credit Cards""]",Nil,Rs. 999 + GST,NA,,,The free PVR movie tickets you get can be redeemed either by sending an SMS to the bank’s customer care or by the net banking option available on the bank’s website.,,,"{""domestic"": ""NA"", ""international"": ""NA""}",,3.5% per month,3.5% on all foreign currency spends,"1% fuel surcharge is applicable at all fuel stations | Rs. 300 per withdrawal of Rs. 10,000 | Nil","Zero joining fee. You get 2 free PVR movie tickets every month on spending Rs. 10,000 or more. Insurance coverage in case the card is lost. Zero liability protection in case the card is lost/stolen.",[],[],,cardinsider.com,https://cardinsider.com/kotak/pvr-kotak-platinum-credit-card/
Kotak Solitaire Credit Card,Kotak Mahindra Bank,Kotak Mahindra Bank,Visa,"[""Kotak Mahindra Bank"", ""Kotak Mahindra Bank Credit Cards""]",Nil,"₹25,000 + GST (Waived for Solitaire Customers)",N/A,,Air Miles,Transfer Air Miles to Preferred Hotel/Airline Partner (1 Air Mile = ₹1),,,"{""domestic"": ""Unlimited Access for Primary and Add-on Cardholders"", ""international"": ""Unlimited Global Access for Primary and Add-on Cardholders""}",,3.5% (42% Annually),Zero Charges,"1% Waiver on Transactions Between ₹400 – ₹7,500. Maximum Waiver of ₹10,000 Each Year | 1% of the Amount Withdrawn | Nil","The Solitaire Credit Card is a super premium offering by Kotak Mahindra Bank. Kotak Solitaire customers do not have to pay any joining or annual fees for this card. Cardholders can earn accelerated 10 Air Miles for travel spends with Kotak Unbox. Air Miles earned with this card shall be valid for a period of three years. Air Miles can be transferred to over 10 partner hotels and airlines. Free global airport lounge access is offered with this card. 1% fuel surcharge waiver up to ₹10,000 each year.","[""The Kotak Solitaire Credit Card is essential for Solitaire account holders, as they enjoy all the benefits of this card without any joining or annual fees."", ""In addition to unlimited global airport lounge access, the card also includes complimentary visits for guests.""]","[""While this card has no Forex markup fee, it lacks rewards for international transactions, making it more of a Forex card than a practical credit card for spending abroad."", ""For a credit card that is positioned as a premium offering, this card lacks crucial benefits and privileges, such as golfing and movie discounts.""]",,cardinsider.com,https://cardinsider.com/kotak/solitaire-credit-card/
LIC Eclat Credit Card by IDBI Bank,LIC,LIC,,"[""LIC"", ""LIC Credit Cards""]",Nil,Nil,N/A,,Reward Points,1 Delight Point = ₹0.25,,,"{""domestic"": ""2 airport lounge visits per quarter"", ""international"": ""N/A""}","Minimum age: 21 years (18 for add-on cards). Maximum age: 60 for salaried, 65 for self-employed or retired. Salaried: At least 1 year of job experience. Self-employed: At least 2 years of business experience. Salaried: Must have a net income of at least ₹75,000 per month. Self-employed: Minimum annual income of ₹12 lakhs as per income tax returns. Must be employees, agents, or policyholders of LIC and its associated companies. Must be a resident of India. Those with only commission, rental, or interest income (except LIC agents) cannot apply. Salaried employees from sole proprietorships, partnerships, or contracts are not eligible. Can’t already have a credit card from IDBI Bank.",3.4% per month/ 40.8 per annum,3.50%,"A 1% fuel surcharge waiver on fuel transactions of at least ₹400 and no more than ₹5,000. | 2.5% of transaction fee or ₹500 | ₹99 + GST",Lifetime-free credit card with no joining and renewal fee. Includes personal accident cover and shield protection for added security. Enjoy BOGO movie ticket offers through BookMyShow. 2 complimentary domestic airport lounge visits per quarter.,"[""Earn 1,500 Delight Points as welcome benefits."", ""A 1% waiver on fuel transactions between ₹400 and ₹5,000 is also offered.""]","[""Forex markup fee is quite high."", ""No benefits are offered on dining and golf.""]",,cardinsider.com,https://cardinsider.com/lic-cards/lic-eclat-credit-card-idbi-bank/
LIC Gold EMV Credit Card,LIC,LIC,Visa,"[""LIC"", ""LIC Credit Cards""]",Nil,Nil,N/A,,Reward Points,1 RP = ₹0.25,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","The applicant must check the eligibility requirements and the documents before applying for a LIC Gold EMV Credit Card. He/She should be a citizen of India. The age requirement lies between 18-60 years. He/she should be either salaried or self-employed. He/she must have maintained a good credit score between 700-750. The applicant must attach address proof (any one – Aadhaar card, Voter ID, and Passport) He/she is also required to submit proof of income (any one – bank statement or salary slip from the last 3 months, the last 2 years’ audited financial report, etc.) The applicant is also required to submit any one  Identity Proof (Aadhaar Card, Driving License, Voter ID)",2.75% p.m. (33% p.a.),3.50%,Avail a 2.5% fuel surcharge waiver at all petrol pumps in India | 2.5% or a minimum of ₹250. | ₹30 + GST,"The LIC Gold EMV Credit Card comes with no joining fee. This card is valid for 5 years. Earn 1 Reward Point on every ₹150 spent on this credit card. Get personal accident cover of up to ₹1 lakh. Get a credit shield of upto ₹50,000 in case of permanent disability. Get purchase protection of ₹50,000. Get an interest-free credit period of 15 to 45 days.","[""Provides personal accident cover of up to ₹1 lakh and a credit shield of up to ₹50,000 for permanent disability."", ""Offers a revolving credit facility with various payment options, making it easier to manage finances.""]","[""The Forex Markup fee of this card is high."", ""There are no benefits with this card, such as movies, dining, travel, etc.""]",,cardinsider.com,https://cardinsider.com/lic-cards/lic-gold-emv-credit-card/
LIC IDFC Classic Credit Card,LIC,LIC,,"[""LIC"", ""LIC Credit Cards""]",Nil,Nil,N/A,,Reward Points,“Pay With Points” or Redeem With IDFC FIRST Rewards,,,"{""domestic"": ""1 Each Quarter"", ""international"": ""N/A""}",,Monthly – 0.75% to 3.5% (Annually 9% to 42%),3.50%,1% Waiver on Fuel Up to Rs. 200 | Rs. 199 | Rs. 99,"6X Reward Points on LIC spends. 3X Reward Points on select categories like utilities, education, and government payments. Free railway lounge access is provided. One domestic lounge access each quarter (4 each year)","[""You get one free domestic lounge access with this card.""]","[""This card rewards higher points for spends made at LIC compared to other categories.""]",,cardinsider.com,https://cardinsider.com/lic-cards/lic-idfc-classic-credit-card/
LIC IDFC Select Credit Card,LIC,LIC,,"[""LIC"", ""LIC Credit Cards""]",Nil,Nil,N/A,,Reward Points,“Pay With Points” or Redeem With IDFC FIRST Rewards,,,"{""domestic"": ""2 Free Airport Lounge Access Each Quarter"", ""international"": ""N/A""}",,Monthly – 0.75% – 3.5% (Annually 9% – 42%),3.5% for All International Transactions,1% Waiver on Fuel Up to Rs. 300 | Rs. 199 | Rs. 99,Earn accelerated Reward Points for LIC spends. Free railway lounge access. Free domestic lounge access across airports in India. Multiple insurance covers are offered with this card.,"[""This card rewards your LIC insurance spending, which is highly beneficial because LIC is a very popular insurance provider, and many of us pay high premiums each year with them."", ""There are multiple insurance coverages like Purchase Protection, Credit Shield, and Card Liability Cover provided along with this card, which makes it extremely safe.""]","[""This card is mainly focused on LIC spends and offers no benefits in areas like movies and dining."", ""If you make non-LIC insurance payments, you will not earn any reward points.""]",,cardinsider.com,https://cardinsider.com/lic-cards/lic-idfc-select-credit-card/
LIC Lumine Credit Card by IDBI,LIC,LIC,,"[""LIC"", ""LIC Credit Cards""]",Nil,Nil,N/A,,Reward Points,1 Delight Point = ₹0.25,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.4% per month/ 40.8% per annum,3.50%,"A 1% fuel surcharge waiver on fuel transactions of at least ₹400 and no more than ₹4,000. | 2.5% of transaction fee or ₹500 | ₹99 + GST","The LIC Lumine Credit Card by IDBI has no joining or renewal fees, making it a lifetime-free card. New users receive 1,000 Delight Points when they spend ₹10,000 within the first 60 days. There is a 1% waiver on fuel surcharge for fuel transactions between ₹400 and ₹4,000.","[""The card provides insurance benefits, including personal accident cover of ₹2 lakhs for added security.""]","[""The interest rates are relatively high at 3.4% per month, which can be costly if you carry a balance on the card."", ""There is a ₹99 fee to redeem rewards and a 3.5% charge for purchases in foreign currency.""]",,cardinsider.com,https://cardinsider.com/lic-cards/lic-lumine-credit-card-idbi/
LIC Platinum Credit Card,LIC,LIC,Visa,"[""LIC"", ""LIC Credit Cards""]",Nil,Nil,N/A,,Reward Points,Redeem the reward points accumulated on your LIC Platinum credit card against the reward catalog as per the conversion rates applicable.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.6% per month ( 52.86% per annum),3.5% on the conversion amount.,1% fuel surcharge waiver on all transactions across all fuel stations | 2.5% on the withdrawal amount subject to the minimum amount of Rs 500. | Rs 30 per redemption request,No Annual fee charged on LIC Platinum Credit Cards. 2 Reward Point every Rs 100 spent on LIC Premium Payment and International spends 1 Reward Point every Rs 100 spent on all categories Lost Card Liability cover up to the credit limit Personal accidental insurance cover worth Rs 3 lakh Air accidental insurance cover worth Rs 1 crore 1% fuel surcharge waiver on fuel transactions between Rs 400 and Rs 4000,[],[],,cardinsider.com,https://cardinsider.com/lic-cards/lic-platinum-credit-card/
LIC Platinum EMV Credit Card,LIC,LIC,Visa,"[""LIC"", ""LIC Credit Cards""]",Nil,Nil,N/A,,Reward Points,1 RP = ₹0.50,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","Applicant should be an Indian Resident Applicant should be of an age between 18 years to 60 years Applicant can be either a self-employed or salaried employee The applicant shall have a credit score of 700 or above Address Proof (Aadhaar card, Voter ID, and Passport) Income Proof (Bank Statement or salary slip of last 3 months, last 2 years audited financial report, etc) Identity Proof (Aadhaar Card, Driving License, Voter ID)",3% per month; 36% per annum,N/A,2.5% fuel surcharge waiver on all fuel transactions across all petrol pumps | 2.5% on the withdrawal amount subject to the minimum amount of ₹200. | ₹30 per redemption request,"This card has no joining or renewal fee, making it a lifetime-free card. Insurance benefits are included with this card. A balance transfer facility is provided to cardholders with this card. EMI conversion options for purchases over ₹2,500. 2.5% surcharge waiver on fuel transactions at fuel stations across India.","[""Temporary credit limit enhancement up to 30%."", ""VISA Bill Pay for utility payments""]","[""No additional perks for shopping or travel."", ""There are no Forex Markup fees with this card.""]",,cardinsider.com,https://cardinsider.com/lic-cards/lic-platinum-emv-credit-card/
LIC Signature Credit Card,LIC,LIC,Visa,"[""LIC"", ""LIC Credit Cards""]",Nil,Nil,N/A,,Reward Points,"Reward points can be redeemed using the LIC rewards catalog. You can redeem your reward points from a plethora of products, e-vouchers, and gifts cards",,"No, you do not get any milestone benefits on this credit card.","{""domestic"": ""2 complimentary domestic lounge access per quarter."", ""international"": ""N/A""}",The applicant must check the eligibility requirement before applying for the LIC VISA Signature Credit Card. The applicant must: Be between the age of 18-60 years. Have a minimum net income of Rs. 15 lakhs. Be a citizen of India or NRI.,3.6% p.m. (52.86% p. a.),3.50%,"Avail 1% fuel surcharge waiver at all petrol pumps in India on transactions between Rs. 400 – Rs. 4,000). Maximum fuel surcharge benefit is capped at Rs. 400 per month. | 2.5% or a minimum of Rs. 500. | Rs. 30 + GST","The LIC VISA Signature Credit Card comes with a joining fee of NIL. Earn 2 reward points on every Rs. 100 spent on international transactions and LIC Premium payments. Earn 1 reward point on every Rs. 100 spent on all other categories except on fuel, wallet load, and EMI transactions. Get personal accident insurance cover upto Rs. 5 lakhs and air accident insurance cover upto 1 crore. Get a complimentary insurance cover of upto Rs. 5 lakhs for lost cards and Rs. 1 lakh for purchase protection.",[],[],,cardinsider.com,https://cardinsider.com/lic-cards/lic-signature-credit-card/
LIC Titanium Credit Card,LIC,LIC,,"[""LIC"", ""LIC Credit Cards""]",Nil,Nil,N/A,,Reward Points,You can redeem your reward point accumulated on your LIC Titanium credit card against the LIC reward catalog .,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","Applicant should be an Indian Resident Applicant should be of an age between 18 years to 70 years Applicant can be either a self-employed or salaried employee The applicant shall have a credit score of 700 or above Address Proof ( Aadhar card, Voter ID, and Passport) Income Proof ( Bank Statement or salary slip of last 3 months, last 2 years’ audited financial report, etc) Identity Proof (Aadhar Card, Driving License, Voter ID)",52.86 per annum,3.5% on the conversion amount,1% surcharge waiver on fuel transactions between Rs 400 to Rs 4000 at all fuel stations across India | 2.5% on the withdrawal amount subject to minimum of Rs 500 | Nil,No Annual fee charged 2 Reward Point every Rs 100 spent on LIC Premium Payment and International spends 1 Reward Point every Rs 100 spent on all categories Lost Card Liability cover up to the credit limit 1% fuel surcharge waiver on fuel transactions between Rs 400 and Rs 4000,[],[],,cardinsider.com,https://cardinsider.com/lic-cards/lic-titanium-credit-card/
PNB EMT RuPay Platinum Credit Card,Punjab National Bank,Punjab National Bank,RuPay,"[""Punjab National Bank"", ""Punjab National Bank Credit Cards""]","Rs. 2,000 + GST","Rs. 2,000 + GST",Annual fee waived on spends of Rs. 1 lakh,,Reward Points,N/A,,,"{""domestic"": ""Complimentary eight annual visits (2 per quarter)"", ""international"": ""2 Complimentary airport lounge access per year""}",The eligibility criteria to apply for the PNB EMT RuPay Platinum Credit Card are as follows: You should be a citizen of India or a non-resident Indian. You should be 18 years of age. You should have a steady source of income. You should have a good credit score .,2.95%,3.50%,1% fuel surcharge waiver from transactions between ₹500 and ₹4000 | 2% | N/A,Get 300 reward points on your first transaction. 1% fuel surcharge waiver on all transactions. Complimentary international and domestic lounge access.,"[""Insurance benefits up to ₹2 lakhs can be availed by customers."", ""The card offers cashback and discounts on travel.""]","[""Does not offer any discounts on movies and dining."", ""The card has limited international benefits.""]",,cardinsider.com,https://cardinsider.com/punjab-national-bank/pnb-emt-rupay-platinum-credit-card/
PNB Global Gold Credit Card,Punjab National Bank,Punjab National Bank,,"[""Punjab National Bank"", ""Punjab National Bank Credit Cards""]",Nil,Rs. 300 + GST,N/A,,Reward Points,Reward Points are redeemable on the PNB Rewardz website. 1 RP = Rs. 0.25.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,2.95% per month,3.5% on all international transactions,"1% fuel surcharge waiver on fuel transactions between Rs. 400 and Rs. 3,000. | 2% of the amount withdrawn or Rs. 100 (whichever is higher).2% of the amount withdrawn or Rs. 300 at international ATMs | Nil",1 Reward Point per retail transaction of Rs. 100. No joining fee. Easily redeemable Reward Points. Additional Reward Points on successful E-bill registration. 20% off on a ZEE5 subscription. 1% waiver on fuel surcharge. Zero liability protection. 24X7 concierge services.,[],[],,cardinsider.com,https://cardinsider.com/punjab-national-bank/pnb-global-gold-credit-card/
PNB Global Platinum Credit Card,Punjab National Bank,Punjab National Bank,,"[""Punjab National Bank"", ""Punjab National Bank Credit Cards""]",Nil,Rs. 500 + GST,The renewal fee is waived off if the total usage of the card is more than the credit limit in the previous year.,,,The Reward Points can be redeemed by logging in to the PNB Rewardz website. 1 Reward Point = Rs. 0.25.,,,"{""domestic"": ""NA"", ""international"": ""NA""}","The primary cardholder should be between 21 and 65 years of age. The add-on cardholder should be above 18 years of ge. The applicant should have an annual income of Rs. 5,00,000 or more.",2.95% per month,3.5% on all foreign currency transactions,"1% fuel surcharge is waived off for all fuel transactions between Rs. 400 and Rs. 3,000. | 2% of the amount withdrawn or a minimum of Rs. 100 (PNB ATMs). 2% of the amount withdrawn or a minimum of Rs. 150 (Other ATMs). 2% of the amount withdrawn or a minimum of 300 (Overseas) | Nil",No joining fee. Get 2 Reward Points on every retail transaction of Rs. 150 using your PNB Global Platinum Credit Card. Get 50 extra Reward Points on registering for the E-bill facility. 1% fuel surcharge waiver. The renewal fee can be waived off. 20% instant discount on ZEE5 subscription.,[],[],,cardinsider.com,https://cardinsider.com/punjab-national-bank/pnb-global-platinum-credit-card/
