card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
SBI Prime (Amex) credit card,SBI Card,SBI,Amex,"[""Cashback"", ""Catalogue Brand Vouchers""]",2999,,,1.25% to 2.5%,"[{""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 20 Reward Points per ₹100 spent"", ""name"": ""Birthday""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Departmental Stores""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Movies""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""E-gift Voucher worth Rs. 3,000 from any of the following brands: Bata/Hush Puppies, Pantaloons, Aditya Birla Fashion, Shoppers Stop and Yatra.com"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 50000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Pizza Hut voucher worth ₹1,000."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 3, ""spent"": 300000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 4, ""spent"": 500000, ""cycleType"": ""STATEMENT"", ""benefits"": ""E-gift voucher worth ₹7,000 from Yatra.com / Pantaloons."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""International lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""4 Complimentary Lounge Access using Priority Pass.""]}]",,,,"[{""mainTitle"": ""American Express Dining Platform"", ""child"": ""American Express Dining Platform""}, {""mainTitle"": ""Insurance"", ""child"": ""Air Accident Cover""}, {""mainTitle"": ""Tablet Plus"", ""child"": ""Tablet Plus membership""}]","[""American Express Dining Platform"", ""Air Accident Cover"", ""Tablet Plus membership""]",,,,savesage.club,https://savesage.club/credit-card/sbi-prime-amex
SBI Cashback credit card,SBI Card,SBI,,"[""Experience"", ""Travel Booking"", ""Hotel Transfer"", ""Pay by Points""]",999,,,2% to 5%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Online Spends""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Trains""}, {""child"": "" No Reward Points on this category."", ""name"": ""Souvenir Shops""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Gaming""}, {""child"": "" No Reward Points on this category."", ""name"": ""Financial Institutions""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Gift Cards""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 200000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-cashback
SBI Club Vistara credit card,SBI Card,SBI,,"[""Airline Transfer""]",1499,,,2% to 4%,"[{""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Fuel""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 500000, ""cycleType"": ""STATEMENT"", ""benefits"": ""1 Hotel E-Voucher from Yatra worth Rs. 5000"", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""4 per year""], ""eligibility"": [""No explicit spend condition""]}]",,,,"[{""mainTitle"": ""Insurance"", ""child"": ""Air Accident Cover""}]","[""Air Accident Cover""]",,,,savesage.club,https://savesage.club/credit-card/sbi-club-vistara
HSBC Platinum credit card,HSBC,HSBC,,[],0,,,NA,"[{""child"": ""Earn 2 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 12 Reward Points per ₹150 spent"", ""name"": ""HSBC - Hotels""}, {""child"": ""Earn 8 Reward Points per ₹150 spent"", ""name"": ""HSBC - Flights""}, {""child"": ""Earn 4 Reward Points per ₹150 spent"", ""name"": ""HSBC - Car Rentals""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 5000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Earn 2,000 reward points when you download and log on to the HSBC India Mobile Banking app"", ""milestoneType"": ""DAYS""}]",[],,,,"[{""mainTitle"": ""District"", ""child"": ""BOGO""}, {""mainTitle"": ""MakeMyTrip"", ""child"": ""Complimentary flight seat selections""}, {""mainTitle"": ""MakeMyTrip"", ""child"": ""MMT MyCash""}, {""mainTitle"": ""Swiggy"", ""child"": ""Swiggy Membership""}, {""mainTitle"": ""Tata Cliq"", ""child"": ""10% Discount Upto""}, {""mainTitle"": ""Times Prime"", ""child"": ""Times Prime""}, {""mainTitle"": ""VKYC"", ""child"": ""Get Amazon voucher""}]","[""BOGO"", ""Complimentary flight seat selections"", ""MMT MyCash"", ""Swiggy Membership"", ""10% Discount Upto"", ""Times Prime"", ""Get Amazon voucher""]",,,,savesage.club,https://savesage.club/credit-card/hsbc-platinum
HSBC Premier Metal credit card,HSBC,HSBC,,"[""Brand Wallet"", ""Catalogue Products""]",12000,,,0.25% to 0.5%,"[{""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 36 Reward Points per ₹100 spent"", ""name"": ""HSBC - Hotels""}, {""child"": ""Earn 18 Reward Points per ₹100 spent"", ""name"": ""HSBC - Flights""}, {""child"": ""Earn 6 Reward Points per ₹100 spent"", ""name"": ""HSBC - Car Rentals""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Jewellery""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Rent""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Wallets""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Government""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""CALENDAR"", ""benefits"": ""20,000 reward points"", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 2, ""spent"": 1, ""cycleType"": ""CALENDAR"", ""benefits"": ""The renewal fee will be waived"", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""Unlimited""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""Guest lounge"", ""limit"": [""8 per year""], ""eligibility"": [""8 International guest lounge per year.""]}, {""maintitle"": ""International lounge"", ""limit"": [""Unlimited""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""Add on card domestic lounge"", ""limit"": [""Unlimited""], ""eligibility"": [""""]}, {""maintitle"": ""Add on card international lounge"", ""limit"": [""Unlimited""], ""eligibility"": [""""]}]",,,,"[{""mainTitle"": ""Avis"", ""child"": ""Avis""}, {""mainTitle"": ""Blacklane"", ""child"": ""Blacklane Pick and Drop""}, {""mainTitle"": ""District"", ""child"": ""BOGO""}, {""mainTitle"": ""British Council"", ""child"": ""Discount offers with Learning Partners""}, {""mainTitle"": ""EazyDiner"", ""child"": ""30% off on EazyDiner""}, {""mainTitle"": ""EDX"", ""child"": ""Discount offers with Learning Partners""}, {""mainTitle"": ""Golf"", ""child"": ""Golf lesson/round""}, {""mainTitle"": ""Meet and Greet"", ""child"": ""Complimentary Meet and Greet with adani one""}, {""mainTitle"": ""VKYC"", ""child"": ""Get Amazon voucher""}, {""mainTitle"": ""Yousician"", ""child"": ""Discount offers with Learning Partners""}]","[""Avis"", ""Blacklane Pick and Drop"", ""BOGO"", ""Discount offers with Learning Partners"", ""30% off on EazyDiner"", ""Discount offers with Learning Partners"", ""Golf lesson/round"", ""Complimentary Meet and Greet with adani one"", ""Get Amazon voucher"", ""Discount offers with Learning Partners""]",,,,savesage.club,https://savesage.club/credit-card/hsbc-premier-metal
HSBC Smartvalue credit card,HSBC,HSBC,,"[""Catalogue Products"", ""Experience""]",0,,,0.25% to 0.5%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Online""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Telecom & Cable""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,"[{""mainTitle"": ""VKYC"", ""child"": ""Get Amazon voucher""}]","[""Get Amazon voucher""]",,,,savesage.club,https://savesage.club/credit-card/hsbc-smartvalue
IDFC First Millennia credit card,IDFC FIRST Bank,IDFC,,"[""Indigo""]",0,,,0.5% to 3%,"[{""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 69 Reward Points per ₹200 spent"", ""name"": ""Hotels via IDFC App""}, {""child"": ""Earn 29 Reward Points per ₹200 spent"", ""name"": ""Flights via IDFC App""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""Dining""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""Travel""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""International""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Education""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Rent""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Government""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Wallets""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""FasTag""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Enjoy 5% cashback of up to ₹1,000This offer is applicable only on first EMI conversion within first 30 days of card generation."", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 2, ""spent"": 1, ""cycleType"": ""STATEMENT"", ""benefits"": ""₹500 gift voucher from choice of brands like - Amazon, Bigbasket, Uber and Lifestyle"", ""milestoneType"": ""DAYS""}]","[{""maintitle"": ""Railway lounge"", ""limit"": [""4 per quarter""], ""eligibility"": [""spend a minimum of ₹20,000 in the previous calendar month""]}]",,,,"[{""mainTitle"": ""District"", ""child"": ""25% Discount on Movie Tickets""}, {""mainTitle"": ""Insurance"", ""child"": ""Personal Accident""}, {""mainTitle"": ""Road Side Assistance"", ""child"": ""Road Side Assistance""}]","[""25% Discount on Movie Tickets"", ""Personal Accident"", ""Road Side Assistance""]",,,,savesage.club,https://savesage.club/credit-card/idfc-first-millennia
IDFC Swyp credit card,IDFC FIRST Bank,IDFC,,"[""Cashback""]",499,,,1% to 2%,"[{""child"": "" No Reward Points on this category."", ""name"": ""Base Rewards""}, {""child"": ""Earn 35 Reward Points per ₹150 spent"", ""name"": ""Flights via IDFC App""}, {""child"": ""Earn 15 Reward Points per ₹150 spent"", ""name"": ""Hotels via IDFC App""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""FasTag""}, {""child"": "" No Reward Points on this category."", ""name"": ""Railways""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 5000, ""cycleType"": ""STATEMENT"", ""benefits"": ""250 RPs."", ""milestoneType"": ""MONTH""}, {""milestoneNumber"": 2, ""spent"": 10000, ""cycleType"": ""STATEMENT"", ""benefits"": ""500 RPs."", ""milestoneType"": ""MONTH""}, {""milestoneNumber"": 3, ""spent"": 15000, ""cycleType"": ""STATEMENT"", ""benefits"": ""1,000 RPs."", ""milestoneType"": ""MONTH""}, {""milestoneNumber"": 4, ""spent"": 30000, ""cycleType"": ""STATEMENT"", ""benefits"": ""2,000 RPs."", ""milestoneType"": ""MONTH""}, {""milestoneNumber"": 5, ""spent"": 60000, ""cycleType"": ""STATEMENT"", ""benefits"": ""4,000 RPs"", ""milestoneType"": ""MONTH""}]","[{""maintitle"": ""Railway lounge"", ""limit"": [""4 per quarter""], ""eligibility"": [""Monthly spends (typically ₹20,000 as seen on other IDFC FIRST cards, but always re-confirm for SWYP).""]}]",,,,"[{""mainTitle"": ""District"", ""child"": ""25% Discount on Movie Tickets""}, {""mainTitle"": ""Lenskart"", ""child"": ""Lenskart""}, {""mainTitle"": ""Road Side Assistance"", ""child"": ""Road Side Assistance""}, {""mainTitle"": ""Times Prime"", ""child"": ""Times Prime""}]","[""25% Discount on Movie Tickets"", ""Lenskart"", ""Road Side Assistance"", ""Times Prime""]",,,,savesage.club,https://savesage.club/credit-card/idfc-swyp
IDFC Power credit card,IDFC FIRST Bank,IDFC,,"[""Cashback""]",199,,,1% to 2%,"[{""child"": ""Earn 2 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 21 Reward Points per ₹150 spent"", ""name"": ""HPCL""}, {""child"": ""Earn 15 Reward Points per ₹150 spent"", ""name"": ""Fastag via IDFC""}, {""child"": ""Earn 15 Reward Points per ₹150 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 15 Reward Points per ₹150 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 6 Reward Points per ₹150 spent"", ""name"": ""HP Pay App (Wallet)""}, {""child"": ""Earn 2 Reward Points per ₹150 spent"", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel (Others)""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,"[{""mainTitle"": ""Eco Rent A Car & Europcar"", ""child"": ""Eco Rent a Car & Europcar Discount""}, {""mainTitle"": ""Insurance"", ""child"": ""Personal Accident""}, {""mainTitle"": ""Road Side Assistance"", ""child"": ""Road Side Assistance""}, {""mainTitle"": ""Swiggy"", ""child"": ""Rs 150 Off on Swiggy Orders""}, {""mainTitle"": ""Zoom Car Rentals"", ""child"": ""Rs 1000 Off""}]","[""Eco Rent a Car & Europcar Discount"", ""Personal Accident"", ""Road Side Assistance"", ""Rs 150 Off on Swiggy Orders"", ""Rs 1000 Off""]",,,,savesage.club,https://savesage.club/credit-card/idfc-power
IDFC Classic credit card,IDFC FIRST Bank,IDFC,,[],0,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹150 spent"", ""name"": ""Spends > 20K""}, {""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""Online""}, {""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""Offline""}, {""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""Rent""}, {""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],"[{""maintitle"": ""Railway lounge"", ""limit"": [""4 per quarter""], ""eligibility"": [""Applicable only on minimum monthly spends of ₹20,000.""]}]",,,,"[{""mainTitle"": ""Dining"", ""child"": ""Discount of Upto 20%""}, {""mainTitle"": ""District"", ""child"": ""25% Discount""}, {""mainTitle"": ""Health & Wellness"", ""child"": ""Upto 15% Off""}, {""mainTitle"": ""Insurance"", ""child"": ""Personal Accident""}, {""mainTitle"": ""Road Side Assistance"", ""child"": ""Road Side Assistance""}]","[""Discount of Upto 20%"", ""25% Discount"", ""Upto 15% Off"", ""Personal Accident"", ""Road Side Assistance""]",,,,savesage.club,https://savesage.club/credit-card/idfc-classic
IDFC Select credit card,IDFC FIRST Bank,IDFC,,"[""Cashback""]",0,,,2% to 4%,"[{""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 69 Reward Points per ₹200 spent"", ""name"": ""Hotels via IDFC App""}, {""child"": ""Earn 29 Reward Points per ₹200 spent"", ""name"": ""Flights via IDFC App""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""Spends > 20K""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Rent""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Government""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Wallets""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Education""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""FasTag""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Enjoy 5% cashback of up to ₹1,000This offer is applicable only on first EMI conversion within first 30 days of card generation."", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 2, ""spent"": 1, ""cycleType"": ""STATEMENT"", ""benefits"": ""₹500 gift voucher from choice of brands like - Amazon, Bigbasket, Uber and Lifestyle"", ""milestoneType"": ""DAYS""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""Spend 20,000 in a month.""]}, {""maintitle"": ""Railway lounge"", ""limit"": [""4 per quarter""], ""eligibility"": [""spend a minimum of ₹20,000 in the previous calendar month""]}]",,,,"[{""mainTitle"": ""Concierge"", ""child"": ""Concierge""}, {""mainTitle"": ""District"", ""child"": ""BOGO""}, {""mainTitle"": ""Insurance"", ""child"": ""Cancellation for any reason""}, {""mainTitle"": ""Insurance"", ""child"": ""Personal Accident""}, {""mainTitle"": ""Road Side Assistance"", ""child"": ""Road Side Assistance""}]","[""Concierge"", ""BOGO"", ""Cancellation for any reason"", ""Personal Accident"", ""Road Side Assistance""]",,,,savesage.club,https://savesage.club/credit-card/idfc-select
IDFC Wealth credit card,IDFC FIRST Bank,IDFC,,[],0,,,NA,"[{""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 69 Reward Points per ₹200 spent"", ""name"": ""Hotels via IDFC App""}, {""child"": ""Earn 29 Reward Points per ₹200 spent"", ""name"": ""Flights via IDFC App""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""International""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""Travel""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""Dining""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Rent""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Education""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Wallets""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Government""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""FasTag""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""₹500 gift voucher from choice of brands like - Amazon, Bigbasket, Uber and Lifestyle"", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 2, ""spent"": 1, ""cycleType"": ""STATEMENT"", ""benefits"": ""Enjoy 5% cashback of up to ₹1,000This offer is applicable only on first EMI conversion within first 30 days of card generation."", ""milestoneType"": ""DAYS""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""Spend 20,000 in a month.""]}, {""maintitle"": ""Add on card domestic lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""""]}, {""maintitle"": ""International lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""spending ₹20,000 or more in the preceding month""]}, {""maintitle"": ""Add on card international lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""""]}, {""maintitle"": ""Railway lounge"", ""limit"": [""4 per quarter""], ""eligibility"": [""spending ₹20,000 or more in the preceding month.""]}]",,,,"[{""mainTitle"": ""Concierge"", ""child"": ""Concierge""}, {""mainTitle"": ""District"", ""child"": ""Buy One Get One Free""}, {""mainTitle"": ""Elivaas Properties"", ""child"": ""Elivaas Properties""}, {""mainTitle"": ""Golf"", ""child"": ""Complimentary Golf Rounds""}, {""mainTitle"": ""Insurance"", ""child"": ""Personal Accident""}, {""mainTitle"": ""Insurance"", ""child"": ""Cancellation for any reason""}, {""mainTitle"": ""ITC Hotels"", ""child"": ""Stay at ITC""}, {""mainTitle"": ""Meet and Greet"", ""child"": ""Complimentary meet & greet service""}, {""mainTitle"": ""Road Side Assistance"", ""child"": ""Road Side Assistance""}]","[""Concierge"", ""Buy One Get One Free"", ""Elivaas Properties"", ""Complimentary Golf Rounds"", ""Personal Accident"", ""Cancellation for any reason"", ""Stay at ITC"", ""Complimentary meet & greet service"", ""Road Side Assistance""]",,,,savesage.club,https://savesage.club/credit-card/idfc-wealth
