card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
ICICI Bank Emeralde Private Metal Credit Card,ICICI Bank,Best ICICI Bank,,"[""Best Credit Cards With Taj Epicure Membership"", ""Best Credit Cards for Air India Maharaja Club"", ""Best Credit Cards for Complimentary Roadside Assistance"", ""Best Credit Cards for Free Domestic Airport Lounge Access"", ""Best Credit Cards for Free International Airport Lounge Access"", ""Best Credit Cards for International Travel 2026"", ""Best Credit Cards with Concierge Services"", ""Best ICICI Bank"", ""Best ICICI Bank Credit Cards"", ""Top 20 Best Credit Cards in India 2026"", ""Top Credit Cards With Trip Cancellation in India""]","₹12,499 + GST","₹12,499 + GST",Renewal fee waiver on spending Rs. 10 Lakhs or above in the card anniversary year,,Reward Points,"Redeem Reward Points up to ₹1 Value for Hotels, Flights, Vouchers and More",,"Achieve the target spend milestone with the credit card to unlock the milestone benefit. On spending ₹8 Lakhs or above in the year, you will get ₹6000 worth of EaseMyTrip Air Travel vouchers, two vouchers each worth ₹3000. The vouchers are issued once per year when you reach the target spend milestone with your card.","{""domestic"": ""Unlimited Free Domestic Airport Lounge Access"", ""international"": ""Unlimited International Lounge Access With Priority Pass for Primary and Add-on Cardholders""}",,3.75% Per Month,2% of the total transaction amount,"1% Waiver on Fuel Transactions Up to ₹4,000. Maximum Waiver of ₹1,000 Each Statement Cycle | Nil | Nil","Complimentary Taj Epicure and EazyDiner Prime membership as a welcome benefit. Bonus 12,500 ICICI Reward Points as joining and annual benefits. 6 Reward Points per Rs. 200 spent through the card. Complimentary EaseMyTrip air travel vouchers worth Rs. 6000 as a milestone benefit. Complimentary unlimited golf rounds and lessons. Complimentary unlimited domestic and international lounge access with Priority Pass. Up to Rs. 750 off on a second ticket booking through BookMyShow. Low forex markup fee of 2% of the transaction amount.","[""The Emeralde Private Metal Credit Card offers a good reward rate of 3%."", ""Both primary and add-on credit cardholders shall be eligible for complimentary domestic and international lounge access.""]","[""While this card offers travel vouchers as a milestone benefit, ICICI Bank could have selected a more prominent travel partner than EaseMyTrip for these vouchers.""]",,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-emeralde-private-metal-credit-card/
ICICI Bank Expressions Credit Card,ICICI Bank,Best ICICI Bank,,"[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]",Rs. 500 + GST,Rs. 500 + GST,The renewal fee is waived off on expenditure of Rs. 1.5 lakh in the previous year.,,Reward Points,The earned Reward Points can be redeemed against gifts or the card’s outstanding balance at a rate of 1 Reward Point = Rs. 0.25.,,The annual renewal fee of Rs. 500 is waived if a minimum of Rs. 1.5 lakh were spent in the previous year.,"{""domestic"": ""1 complimentary access to domestic airport lounges per quarter."", ""international"": ""N/A""}",,3.40% p.m. (or 40.8% annually),3.50% of the conversion amount,"1% fuel surcharge waived off at HPCL filling station across India on transactions of not more than Rs. 4,000 | 2.50% of the withdrawn amount, subject to a minimum charge of Rs. 300 | Rs. 99 (plus applicable taxes) per redemption request","You can personalize the credit card design and look and make it unique as per your liking. You can choose from the given designs on the bank’s website or you can even have your own picture on your credit card. 3 Reward Points per Rs. 100 spent with the card (except fuel, utilities and insurance spends) 1 Reward Point on utilities and insurance spends. 25% discount up to Rs. 100 on movie tickets (minimum 2 tickets in a single transaction) on BookMyShow twice a month. 1 complimentary domestic airport lounge access per quarter. Exclusive dining offers under ICICI Bank Culinary Treats Program.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-expressions-credit-card/
ICICI Bank Ferrari Signature Credit Card,ICICI Bank,Best ICICI Bank,,"[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]","Rs. 3,999 + GST",Rs. 999 + GST,"The annual fee is waived off on spending Rs. 2,50,000 or more in the previous year.",,Reward Points,The Reward Points you earn can be redeemed against an array of categories at a rate of 1 Reward Point = Re. 0.25.,,"The top spenders among the ICICI Bank Ferrari Signature Credit cardholders get the following benefits: Take a trip to the Ferrari home in Maranello, Italy. A chance to attend the official Ferrari challenge race. An opportunity to attend a Gala event with VIP guests in Maranello, Italy.","{""domestic"": ""2 complimentary domestic lounge access each calendar quarter."", ""international"": ""NA""}",,3.40%,3.5% on all overseas transactions.,1% fuel surcharge waiver at all HPCL fuel stations. | 2.5% of the transacted amount subject to a minimum of Rs. 300. | Rs. 99 on every redemption request.,"Welcome gift of a Scuderia Ferrari Watch. 2 Reward Points on every spend of Rs. 100. Up to 2 complimentary movie tickets every month. A discount of 15% or more on dining across 2,500+ premium restaurants. 2 complimentary domestic lounge access every quarter. Top spenders get exclusive privileges, including a trip to the Ferrari home in Italy. Up to 20% off on Ferrari merchandise. Spend-based waiver of the annual membership fee. 1% fuel surcharge waiver at all HPCL pumps.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-ferrari-signature-credit-card/
ICICI Bank HPCL Coral Credit Card,ICICI Bank,Best ICICI Bank,,"[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]",Rs. 199 + GST,Rs. 199 + GST,"Spend Rs. 50,000 or more in a year and get your renewal fee waived off",,Reward Points,The earned Reward Points can be redeemed against a variety of products and shopping vouchers on www.icicibank.com. 1 Reward Point = Rs. 0.25.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.4% per month (or 40.8% per annum),3.5% of the transaction amount,You get a 1% fuel surcharge waiver across all HPCL petrol pumps. | 2.5% of the amount withdrawn subject to a minimum of Rs. 300 | Rs. 99 (plus applicable taxes) per redemption request,"Save 3.5% on fuel transactions (2.5% cashback and 1% fuel surcharge waiver). Get 2 Reward Points on every retail spend of Rs. 100. A 25% discount on movies through BookMyShow. Exciting discount offers on dining through the Culinary Treats Programme. Earn fuel worth Rs. 500 for 2,000 Reward Points. Easily redeemable Reward Points, which can be redeemed through www.icicibank.com Spend-based renewal fee waiver.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-hpcl-coral-credit-card/
ICICI Bank HPCL Platinum Credit Card,ICICI Bank,Best ICICI Bank,,"[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]",Rs. 199 + GST,Rs. 199 + GST,"The renewal fee can be waived on spending Rs. 50,000 or more in the preceeding year.",,Reward Points,1 Reward Point = Rs. 0.25 for redemption against the card’s statement balance or gifts.,,,"{""domestic"": ""N/A"", ""international"": ""2 complimentary airport lounge visits outside India""}",,3.40% per month (or 40.8% annually),3.50% on all foreign currency spends,"1% fuel surcharge waiver at all HPCL pumps for transactions up to Rs. 4,000. | 2.5% of the transaction amount or Rs. 300 (whichever is higher). | Rs. 99 on every redemption request.","2 Reward points per Rs. 100 you spend on all retail purchases except fuel. 2.5% cashback on fuel purchases at HPCL pumps (maximum cashback of Rs. 100). Exclusive dining offers and a minimum discount of 15% on dining bills at partner restaurants with ICICI Bank Culinary Treats Program. Card renewal fee is waived on spending Rs. 50,000 in the previous year.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-hpcl-platinum-credit-card/
ICICI Bank Manchester United Platinum Credit Card,ICICI Bank,Best ICICI Bank,,"[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]",Rs. 499 + GST,Rs. 499 + GST,Renewal fee waived off if Rs. 1.25 lakh were spent in the previous aniversary year,,Reward Points,The earned Reward Points can abe redeemed against a lot of options including cashback and gifts at a rate of 1 Reward Point = Re. 0.25.,,,"{""domestic"": ""1 complimentary doemestic airport lounge access per quarter"", ""international"": ""N/A""}",,3.67% per month (44.04% per annum),3.5% on all foreign currency spends,1% fuel surcharge waiver | 2.5% of the withdrawn amount subject to a minimum charge of Rs. 300 | Rs. 99 (plus applicable taxes) per redemption request,2 Reward Points on Every Domestic/International transaction of Rs. 100. 3 Reward Points per Rs. 100 spent on Manchester United match days. Complimentary Manchester United Branded Football as a Welcome Gift. 1 Complimentary domestic lounge access per quarter. Exclusive discount on dining bills at partner restaurants under the ICICI Bank Culinary Treats program.,[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-manchester-united-platinum-credit-card/
ICICI Bank Mine Credit Card,ICICI Bank,Best ICICI Bank,,"[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]",Nil (Starter). Rs. 49 Monthly (Pro). Rs. 149 Monthly (Premium),Nil (Starter). Rs. 49 Monthly (Pro). Rs. 149 Monthly (Premium),"A spend-based waiver on monthly spending of Rs 10,000 with the Pro Plan and 20,000 with the Premium Plan",,Cashback,1 Mine cash is equivalent to Rs 0.5 on redemption against the ICICI Bank Reward catalog and 1 Mine cash is equivalent to Rs 1 on redemption against statement balance,,,"{""domestic"": ""With Premium Plan, get 1 complimentary visit to the domestic lounge per month."", ""international"": ""NA""}",Following are the eligibility criteria that a cardholder needs to fulfill if he wishes to apply for an ICICI Mine Card: The applicant should be above 21 years old. He should have a decent credit score and a stable source of income.,3.4% per month (40.80% per annum),3.5% on international transactions,1% waiver on all fuel transactions at all HPCL petrol pumps | 3.4% per month (40.80% per annum) | Rs 99 per redemption request,"Choose one out of the three plans as per your requirements. Save up to 5% on your spends. Complimentary domestic airport and railway lounge access. Spend-based waiver of monthly membership fee. Exclusive offers on grocery, travel, food, fashion, and E-marketplace.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-mine-credit-card/
ICICI Bank Parakram Credit Card,ICICI Bank,Best ICICI Bank,,"[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]",Nil,Nil,N/A,,Reward Points,Rs. 99 will be charged on every reward redemption request,,,"{""domestic"": ""One Domestic Airport Lounge Visit Each Quarter"", ""international"": ""N/A""}",,3.40% per month or 40.8% annually,3.5% per month or 42% annually,1% fuel surcharge waiver on all fuel transactions | 2.50% of the withdrawn amount or a minimum of Rs. 300 | Rs. 99 per reward redemption request,"5X reward points on every ₹100 spent on CSDs, groceries, and departmental stores (max capped at 1,000 points per month). 1 reward point for every ₹100 spent on all other applicable expenses. Fuel, ATM withdrawal, balance transfer, cash withdrawal, EMIs, PLCC, fees, and other charges are not eligible to earn reward points. 1% fuel surcharge waiver on all fuel transactions across the country. Personal accident insurance of Rs. 2 Lakh. Air Accident Cover of Rs. 20 Lakh. Up to 3 add-on credit cards with no added fee. Dining benefits with ICICI Bank Culinary Treats Programme.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-parakram-credit-card/
ICICI Bank Parakram Select Credit Card,ICICI Bank,Best ICICI Bank,,"[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]",Nil,Nil,Nil,,Reward Points,The reward redemption rate is Rs. 0.25 = 1 RP,,"If you spend more than Rs. 50,000 in a month, you can get complimentary golf rounds at the best destinations. You can avail of this benefit a maximum of 4 times a month.","{""domestic"": ""2 complimentary domestic airport lounge access"", ""international"": ""1 complimentary airport lounge access each year""}",,3.40% per month or 40.8% annually,3.5% per month or 42% annually,1% fuel surcharge waiver on all fuel transactions across the country | 2.50% of the withdrawn amount or the subject to a minimum of Rs. 300 charges | Rs. 99 charged on every reward redemption request,"5X reward points on every Rs. 100 spent on groceries, department stores, and CSDs (max capped at 400 points per month). 2 reward points for every Rs. 100 spent on other applicable expenses. Fuel, ATM withdrawal, balance transfer, cash withdrawal, EMIs, PLCC, fees, and other charges are not eligible to earn reward points. Complimentary domestic airport lounge access, max capped 2 per quarter. Complimentary golf round on spending over Rs. 50,000 in a month, max capped 4 times per month. 1% fuel surcharge waiver on all fuel transactions across the country. Personal accident insurance of Rs. 2 Lakh. Air Accident Cover of Rs. 20 Lakh. Up to 3 add-on credit cards, no added fee. Dining benefits with ICICI Bank Culinary Treats Programme.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-parakram-select-credit-card/
ICICI Bank Platinum Chip Credit Card,ICICI Bank,Best ICICI Bank,,"[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]",Lifetime Free,Lifetime Free,NA,,Reward Points,"RPs Can Be Redeemed Against Various Options, Including Statement Credit",,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","The basic eligibility criteria that the applicants need to fulfill in order to get approved for the ICICI Platinum Chip Credit Card are as follows. However, the bank might have some internal criteria as well: The primary applicant should be a minimum of 21 years of age. The age of the add-on applicant should be above 18 years. The applicant should have a stable source of income. The applicant should have a decent credit score.",3.75% Per Month (45% Per Annum),3.50%,1% fuel surcharge waiver on transcations done at HPCL fuel stations. | Higher of ₹500 or 2.5% of the Amount Withdrawn | ₹99 + GST,Earn 2 Reward Points for every Rs. 100 spent on retail transactions. Earn 1 Reward Point on every Rs. 100 spent on insurance & utilities. 1% fuel surcharge waiver specifically at all HPCL pumps. Exciting discount offers on dining through the Culinary Treats Programme. Spend-based waiver of the annual fee.,[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-platinum-chip-credit-card/
ICICI Bank Rubyx Credit Card,ICICI Bank,Best ICICI Bank,"Visa, Mastercard, RuPay, American Express","[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]","₹3,000 + GST","₹2,000 + GST",Spend ₹3 Lakh or More Each Year to Waive Annual Charges,,Reward Points,Redeem Points for Vouchers and More. 1 Reward Point = ₹0.25,,"You get 3,000 Reward Points on spending ₹3 lakhs and 1,500 Reward Points for every subsequent spend of ₹1 lakh in an anniversary year. A maximum of 15,000 additional Reward Points can be earned in a year as a milestone benefit. The renewal fee is waived off on a minimum expenditure of ₹3 lakh in the previous year.","{""domestic"": ""2 Airport Lounge Visits Each Quarter on Spends of ₹75,000 or More in the Previous Quarter"", ""international"": ""N/A""}",You need to fulfil the following eligibility criteria in order to get approved for the ICICI Rubyx Credit Card:,3.75% Per Month (45% Per Annum),3.50%,"1% Waiver on Fuel Spends Between ₹400 and ₹4,000 | Higher of ₹500 or 2.5% of the Amount Withdrawn | ₹99 + GST","2 Reward Points/₹100 spent domestically & 4 Reward Points/₹100 spent internationally. 1 Reward Point on every ₹100 spent on utilities and insurance categories Travel and shopping vouchers worth over ₹5,000 as a welcome benefit. 25% discount (up to ₹150) on booking a minimum of 2 movie tickets in a single transaction on BookMyShow or Inox (max 2 times in a month- once with each variant). Exciting discount offers on dining with the ICICI Bank Culinary Treats Program. Exclusive insurance benefits including a personal air accident cover worth ₹1 crore and lost card liability protection worth ₹50,000. 24*7 concierge service i-Assist for hotel reservations, flight/movie ticket bookings, gift delivery assistance, etc. Spends-based renewal fee waiver on the expenditure of ₹3 lakh in the previous year. Additional reward points will be awarded for achieving the stipulated spend-based milestones.","[""This card offers several useful insurance benefits, including air accident cover worth ₹1 crore."", ""Moviegoers can easily take advantage of the Buy One Get One offers on BookMyShow and INOX.""]","[""In terms of the reward rate, this card doesn’t offer anything special, especially considering that it offers 4 Reward Points/₹100 for international spends, but there is no lower forex charge."", ""Airport lounge access offered with this card can only be unlocked after making high spends of ₹75,000 each quarter.""]",,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-rubyx-credit-card/
ICICI Bank Sapphiro Credit Card,ICICI Bank,Best ICICI Bank,"Visa, Mastercard, RuPay, American Express","[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]","₹6,500 + GST","₹3,500 + GST",Renewal Fee Waiver on Spending ₹6 Lakhs Annually,,Reward Points,Redeem RPs for Cashback/Vouchers. 1 Reward Point = ₹0.25,,"With the ICICI Bank Sapphiro Card, you earn 4,000 Reward points on spending ₹4 lakhs in an anniversary year, and after that, you get 2,000 RPs every time you spend ₹1 lakh with your card. You can earn a maximum of 20,000 Points per anniversary year under the Milestone Reward Program.","{""domestic"": ""4 Complimentary Domestic Lounge Visits Each Quarter"", ""international"": ""2 Complimentary International Airport Lounge Access Each Year""}",,3.75% Per Month (45% Per Annum),3.50% + GST,1% of Fuel Surcharge Waiver (Maximum ₹250 Per Billing Cycle) | 2.5% of the Total Transaction Amount (Minimum ₹500) | ₹99 + GST,"Joining benefits worth more than Rs. 9,000. You can earn up to 4 Reward Points for every Rs 100 you spend on international purchases and 2 Reward Points per Rs 100 you spend on domestic purchases. 1 Reward Point for every Rs. 100 you incur on insurance and utility categories. Up to 20,000 bonus Reward Points every year under the Milestone Reward Program. (Buy 1 Get 1 Free Offer) BOGO on movie tickets on BookMyShow. Get complimentary lounge access within and outside India. With the ICICI Sapphiro Credit Card, you can enjoy complimentary golf sessions up to four times a month at some of the finest golf courses worldwide.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-sapphiro-credit-card/
ICICI Bank VISA Signature Credit Card,ICICI Bank,Best ICICI Bank,Visa,"[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]","Rs. 25,000 + GST","Rs. 2,000 + GST",N/A,,Reward Points,"The Hand-picked Rewards you earn can be redeemed against various options like travel, fashion, dining, gadgets, shopping, InterMiles, etc.",,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.4% per month (or 40.8% per annum),3.5% of the transaction amount,A 1% fuel surcharge waiver is provided at all the fuel stations in India when you pay using your ICICI Bank VISA Signature credit card. | 2.5% of the amount withdrawn or Rs. 300 (whichever is higher) | Rs. 99 (plus applicable taxes) per redemption request,"Up to 10 hand-picked rewards on every spend of Rs. 100. Welcome benefit of 30,000 hand-picked rewards. Get a complimentary Priority Pass Membership. 1 complimentary golf round every month. 24*7 personal concierge service. Shopping vouchers worth Rs. 1000 for every 1250 Hand-picked Rewards. Redeem your Hand-Picked rewards against various options from the Hand-picked Rewards catalog.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-bank-visa-signature-credit-card/
ICICI Bank HPCL Super Saver Credit Card,ICICI Bank,Best ICICI Bank,,"[""Best Credit Cards for Complimentary Roadside Assistance"", ""Best Fuel Credit Cards in India"", ""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]",₹500 + GST,₹500 + GST,Spend ₹1.5 Lakh Each Year to Waive Annual Charges,,Reward Points,1 Reward Point = ₹0.25,,,"{""domestic"": ""1 Complimentary Lounge Access Every Quarter on Spends of ₹75,000 in the Previous Quarter"", ""international"": ""N/A""}",Some eligibility requirements need to be fulfilled by the applicants in order to get approved for the ICICI Bank HPCL Super Saver Card. Following are some basic ones of them: The applicant’s age should be more than 21 years. The applicant should have a stable source of income. The applicant should have a decent credit score.,3.75% Per Month (45% Per Year),3.50%,1% fuel surcharge waived at all fuel stations across India | 2.5% of the Cash Amount or a Minimum of ₹500 | ₹99 + GST,"Welcome benefit of 2,000 Reward points, provided the card’s joining fee is paid within two months of card setup and a minimum spend of Rs. 5,000 is achieved within the first 45 days. Cashback of Rs. 100 on the HPPay wallet on the first purchase made via the app. 5% savings (4% cashback + 1% fuel surcharge waiver) on fuel purchases at HPCL stations (4% cashback capped at Rs. 200 per month). 1.5% additional cashback on fuel purchases on HPCL outlets when you use HP Pay app. Fuel surcharge waiver of 1% applicable over and above the aforementioned 4% cashback. 5% cashback as Reward points on utilities, groceries, and departmental store purchases. 2 Reward Points per Rs. 100 spent on all other purchases. Complimentary 24×7 Road Assistance Service (RAS). Complimentary domestic airport lounge access. 25% off on movie tickets on BookMyShow and Inox movies. Maximum discount capped at Rs. 100 per transaction. Discount at partnered restaurants with the ICICI Bank’s exclusive Culinary Treats Program.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-hpcl-super-saver-credit-card/
ICICI Manchester United Signature Credit Card,ICICI Bank,Best ICICI Bank,,"[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]","Rs 2,499 + GST","Rs. 2,499 + GST","You get a spend-based waiver on an annual fee of Rs 2,499 plus applicable taxes if your annual spend is more than Rs 2,50,000 in the previous year.",,Reward Points,1 RP = ₹0.25,,"Every month, the top spenders get an exclusively signed Manchester United jersey and match ticket. The top 100 spenders will get a Manchester United-branded shirt every month. And the top 18 spenders get exclusive access to the “Manchester United Experience”-: Get a private tour of Old Trafford stadium and museum in Manchester, England. Watch the First Team squad training session live at the ground. Visit Manchester United megastore at the stadium. On spending more than ₹2 lakh in the previous year, you get an e-football PES 2021 game.","{""domestic"": ""2 Complimentary Domestic Lounges Access Per Quarter on Spending ₹75,000 or More in the Previous Quarter"", ""international"": ""N/A""}",,3.75% Per Month (45% Per Annum),3.5% of the transaction amount,Get up to 1% fuel surcharge waiver on all fuel transactions at HPCL pumps. | 2.5% of the withdrawn amount subject to the minimum amount of Rs 300. | ₹99 + GST,Get Manchester United Branded holdall and football as a Welcome Gift with ICICI Manchester United Signature credit card. Get up to 5 Reward Points on every Rs. 100 you spend. 2 complimentary domestic lounges per calendar quarter. Top 18 spenders get exclusive access to the “Manchester United Experience” 25% discount up to Rs. 150 on movie tickets on BookMyShow & Inox. A discount of 15% or more on dining. 1% Fuel Surcharge Waiver on all fuel transactions at HPCL fuel stations. Spend Based Waiver of the annual fee.,[],[],,cardinsider.com,https://cardinsider.com/icici-bank/icici-manchester-united-signature-credit-card/
InterMiles ICICI Bank Coral Credit Card,ICICI Bank,Best ICICI Bank,"Visa, American Express","[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]","Rs. 1,250 + GST","Rs. 1,250 + GST",N/A,,Air Miles,"The accumulated InterMiles can be further redeemed for booking flights and hotels through www.intermiles.com, for purchasing gift vouchers, fuel, etc. 4 InterMiles are equivalent to Re. 1 (only applicable for fuel purchase).",,,"{""domestic"": ""You get 2 complimentary access to domestic lounges per quarter ( 1 each on VISA and American Express Variant)."", ""international"": ""N/A""}",,3.4% per month (40.8% per annum),3.5% of transaction amount,Avail waiver of 1% fuel surcharge on the purchase of fuel up to Rs 4000 from HPCL pumps when swiping on ICICI Bank machines. | 2.5% ( subject to a minimum of Rs. 300) | Rs 99 (plus applicable taxes) per redemption request,"Get 2,500 bonus InterMiles and flight & hotel discount vouchers worth Rs. 750 as welcome benefits. Get 1,250 bonus InterMiles every year as a renewal benefit. Earn up to 7.5 InterMiles on a minimum spend of Rs. 100 for booking Etihad flight tickets through www.intermiles.com. Earn accelerated InterMiles on flight and hotel booking from www.intermiles.com. Get complimentary access to a domestic airport lounge every quarter. A discount of up to Rs. 100 on movies on BookMyShow. 15% or more discount on dining. 1% fuel surcharge waiver.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/intermiles-icici-bank-coral-credit-card/
InterMiles ICICI Bank Rubyx Credit Card,ICICI Bank,Best ICICI Bank,"Visa, American Express","[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]","Rs. 2,500 + GST","Rs. 2,500 + GST",N/A,,Air Miles,"InterMiles earned can be redeemed for flight bookings, hotel reservations, shopping vouchers, etc on the InterMiles web portal",,,"{""domestic"": ""2 domestic airport lounge access each quarter (1 lounge access each through American Express & Visa variant)."", ""international"": ""N/A""}",,3.5% per month (42% per annum),3.5% of the transaction amount,"1% fuel surcharge waiver across all HPCL petrol pumps for a maximum fuel transaction of Rs. 4,000. | 2.5% of the amount transacted or Rs. 300 (whichever is higher) | Rs. 99 (plus applicable taxes) per redemption request","Up to 10 InterMiles on every Rs. 100 spent with the American Express variant and up to 7.5 InterMiles for every Rs. 100 spent with the Visa variant. Accelerated InterMiles on flight bookings through intermiles.com. 5,000 bonus InterMiles as a welcome benefit. 2,500 Intermiles as a renewal benefit. 2 complimentary domestic airport lounge access every quarter (if a minimum of Rs. 5,000 were spent in the previous quarter). Up to 25% discount (up to Rs. 150) on booking 2 movie tickets in a single transaction on BookMyShow (max two times a month). Exclusive discounts on dining bills at partner restaurants through the ICICI Bank Culinary Treats Programme. 24*7 concierge services for assistance regarding hotel/flight bookings, table reservations, flower/gift delivery, etc. Get a 1% fuel surcharge waiver at all fuel stations across India.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/intermiles-icici-bank-rubyx-credit-card/
InterMiles ICICI Bank Sapphiro Credit Card,ICICI Bank,Best ICICI Bank,"Visa, American Express","[""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]","Rs. 5,000 + GST","Rs. 5,000 + GST",N/A,,Air Miles,InterMiles redeemable for flight/hotel bookings on the InterMiles portal from partner airlines/hotel chains,,"5,000 bonus InterMiles every year when the card membership is renewed. The flight discount voucher is worth Rs. 500, and the hotel discount voucher is worth Rs. 1,000 every anniversary year. Additional flight discount voucher of Rs. 500 and hotel discount voucher of Rs. 1,000 on spending Rs. 60,000 within 3 months of the card anniversary date.","{""domestic"": ""2 complimentary domestic lounge access each with both Visa and AmEx variants if Rs. 5,000 spent in the previous quarter"", ""international"": ""2 complimentary international lounge access every year under the Dreamfolks membership""}",,3.5% per month (42% annually),3.5% of the transaction amount,"1% fuel surcharge waived off at all fuel stations across India | 2.5% of the transacted amount, subject to a minimum amount of Rs. 300 | Rs. 99 (plus applicable taxes) per redemption request","InterMiles Silver Tier membership and 10,000 bonus Intermiles as a welcome gift. Joining benefit of a discount of Rs. 750 on flight bookings and Rs. 1,500 on hotel reservations. Annual benefit of 5,000 InterMiles, a discount voucher worth Rs. 500 on flight tickets and Rs. 1,000 on hotel bookings. 5 InterMiles on domestic and 7 InterMiles on international spends on every Rs. 100 spent on the American Express variant. 12.5 InterMiles for Etihad Airways ticket bookings and 10 InterMiles for other flight/hotel spends for every Rs. 100 spent on the American Express variant. 4 InterMiles on domestic and 5 InterMiles on international spends on every Rs. 100 spent on the Visa variant. 10 InterMiles for Etihad Airways ticket bookings and 8 InterMiles for other flight/hotel spends for every Rs. 100 spent on the Visa variant. Complimentary DreamFolks membership with 2 complimentary international lounge visits every year and 2 complimentary domestic airport spa visits every year. 2 complimentary domestic lounge access with both Visa and AmEx variants if Rs. 5,000 spent in the previous quarter. Buy one and get up to Rs. 500 off on the second movie ticket on BookMyShow (twice every month). One complimentary round of golf for every Rs. 50,000 spent in the previous month. Dining benefits under the Culinary Treats program. 24×7 concierge service. 1% fuel surcharge waiver at all fuel stations across India.",[],[],,cardinsider.com,https://cardinsider.com/icici-bank/intermiles-icici-bank-sapphiro-credit-card/
MakeMyTrip ICICI Bank Credit Card,ICICI Bank,Best ICICI Bank,"Mastercard, RuPay","[""20+ Best Travel Credit Cards"", ""Best ICICI Bank"", ""Best ICICI Bank Credit Cards""]",₹999 + GST,₹999 + GST,Annual Fee Waiver on Spends of ₹3 Lakh in a Year,,Reward Points,1 myCash = ₹1,,,"{""domestic"": ""Eight Complimentary Visits Each Year"", ""international"": ""One Free Visit Each Year""}",,3.75% Per Month (45% Per Annum),0.99%,N/A | 2.5% | Nil,The joining and annual charge of this card is ₹999 + GST. This is a travel-centric credit card.,[],"["""", """"]",,cardinsider.com,https://cardinsider.com/icici-bank/makemytrip-icici-bank-credit-card/
